Area Name,Year,Variable,Value
Wyoming,2016,Property Crimes Per 100,1957
Virginia,2001,Property Crimes Per 100,2887
Michigan,2014,Property Crimes Per 100,2044
Minnesota,1990,Property Crimes Per 100,4233
Alaska,1998,Property Crimes Per 100,4123
Alabama,1996,Property Crimes Per 100,4255
Colorado,1996,Property Crimes Per 100,4714
Nevada,2006,Property Crimes Per 100,4088
District of Columbia,2006,Crimes Per 100,6162
Georgia,2000,Property Crimes Per 100,4246
Connecticut,1999,Property Crimes Per 100,3044
Hawaii,2002,Crimes Per 100,6044
Hawaii,1991,Crimes Per 100,5970
Arizona,1998,Crimes Per 100,6575
Arkansas,1990,Crimes Per 100,4867
Alabama,2007,Crimes Per 100,4420
Connecticut,1997,Crimes Per 100,3984
New Hampshire,2006,Crimes Per 100,2012
Michigan,2003,Crimes Per 100,3790
Nebraska,1990,Crimes Per 100,4213
Indiana,2000,Crimes Per 100,3752
Ohio,2003,Crimes Per 100,3984
Oklahoma,1993,Crimes Per 100,5294
Minnesota,2003,Crimes Per 100,3376
New York,1996,Crimes Per 100,4132
New Mexico,1999,Property Crimes Per 100,5128
Louisiana,2008,Property Crimes Per 100,3823
Illinois,2012,Crimes Per 100,2994
Alabama,2011,Crimes Per 100,4026
South Carolina,2016,Violent Crimes Per 100,502
South Carolina,2015,Violent Crimes Per 100,505
South Carolina,2005,Violent Crimes Per 100,761
Ohio,2008,Violent Crimes Per 100,348
West Virginia,1999,Violent Crimes Per 100,351
Kansas,2014,Violent Crimes Per 100,349
New Mexico,2004,Violent Crimes Per 100,687
Washington,2004,Violent Crimes Per 100,344
South Dakota,2007,Violent Crimes Per 100,169
Texas,1993,Violent Crimes Per 100,762
Illinois,2016,Violent Crimes Per 100,436
Pennsylvania,2015,Crimes Per 100,2128
Washington,1992,Crimes Per 100,6173
Nevada,2006,Crimes Per 100,4830
Utah,1994,Crimes Per 100,5301
Oregon,1999,Violent Crimes Per 100,375
New Mexico,2002,Violent Crimes Per 100,741
West Virginia,2000,Property Crimes Per 100,2286
Pennsylvania,2004,Property Crimes Per 100,2415
North Dakota,1997,Property Crimes Per 100,2624
Michigan,2001,Violent Crimes Per 100,555
New York,1990,Violent Crimes Per 100,1181
Delaware,2000,Violent Crimes Per 100,684
Minnesota,2007,Property Crimes Per 100,3037
Ohio,2001,Property Crimes Per 100,3826
North Carolina,1992,Property Crimes Per 100,5121
Mississippi,2003,Property Crimes Per 100,3707
Pennsylvania,1990,Property Crimes Per 100,3045
New York,1990,Property Crimes Per 100,5183
Delaware,2008,Property Crimes Per 100,3585
Iowa,1999,Violent Crimes Per 100,280
Alaska,2015,Property Crimes Per 100,2818
Louisiana,1999,Property Crimes Per 100,5014
Colorado,2003,Property Crimes Per 100,3952
Idaho,2000,Violent Crimes Per 100,253
Louisiana,2000,Violent Crimes Per 100,681
Delaware,1999,Violent Crimes Per 100,734
Arkansas,1998,Violent Crimes Per 100,490
Arkansas,1995,Violent Crimes Per 100,553
Florida,2004,Property Crimes Per 100,4180
West Virginia,2006,Violent Crimes Per 100,279
Texas,2005,Violent Crimes Per 100,530
Massachusetts,2012,Violent Crimes Per 100,406
West Virginia,1998,Violent Crimes Per 100,249
Georgia,2016,Crimes Per 100,3402
Pennsylvania,2000,Property Crimes Per 100,2575
New Hampshire,2002,Property Crimes Per 100,2060
Pennsylvania,1995,Property Crimes Per 100,2938
Iowa,2005,Property Crimes Per 100,2834
Rhode Island,1991,Violent Crimes Per 100,462
Kansas,2008,Violent Crimes Per 100,411
Missouri,2002,Violent Crimes Per 100,539
Montana,1996,Violent Crimes Per 100,161
South Carolina,2007,Crimes Per 100,5060
Rhode Island,2004,Crimes Per 100,3132
Maryland,2014,Crimes Per 100,2954
New Jersey,2015,Property Crimes Per 100,1627
Texas,2013,Property Crimes Per 100,3258
New Jersey,2013,Property Crimes Per 100,1883
Minnesota,2015,Crimes Per 100,2465
West Virginia,2002,Crimes Per 100,2515
Pennsylvania,2008,Crimes Per 100,2820
Wisconsin,2012,Crimes Per 100,2735
New Hampshire,2011,Crimes Per 100,2472
Wyoming,2002,Crimes Per 100,3581
Vermont,1999,Crimes Per 100,2819
Maryland,2013,Crimes Per 100,3131
Alaska,2007,Crimes Per 100,4041
Colorado,2008,Crimes Per 100,3192
Missouri,1993,Crimes Per 100,5095
Hawaii,2006,Crimes Per 100,4511
Iowa,2010,Violent Crimes Per 100,274
New York,1996,Violent Crimes Per 100,727
Michigan,1999,Violent Crimes Per 100,575
North Dakota,2009,Property Crimes Per 100,1933
Vermont,1996,Property Crimes Per 100,2882
Indiana,2016,Property Crimes Per 100,2589
New Hampshire,1995,Violent Crimes Per 100,115
Missouri,1998,Violent Crimes Per 100,556
Kentucky,1996,Violent Crimes Per 100,321
Delaware,1991,Violent Crimes Per 100,714
Oklahoma,2003,Property Crimes Per 100,4312
Wyoming,1994,Property Crimes Per 100,4017
Illinois,2011,Property Crimes Per 100,2689
Pennsylvania,1994,Property Crimes Per 100,2845
Indiana,1991,Property Crimes Per 100,4312
New York,2016,Violent Crimes Per 100,376
Hawaii,1992,Violent Crimes Per 100,258
Utah,2009,Property Crimes Per 100,3275
Alaska,1993,Crimes Per 100,5568
South Dakota,2016,Violent Crimes Per 100,418
New York,2012,Violent Crimes Per 100,407
Colorado,2001,Violent Crimes Per 100,351
Colorado,1991,Violent Crimes Per 100,559
Arkansas,1994,Violent Crimes Per 100,595
Utah,2016,Property Crimes Per 100,2952
Illinois,1991,Property Crimes Per 100,5093
Arizona,2005,Property Crimes Per 100,4838
Alabama,2010,Property Crimes Per 100,3517
Washington,2004,Property Crimes Per 100,4849
Nebraska,2014,Property Crimes Per 100,2524
North Carolina,2009,Property Crimes Per 100,3668
Montana,2012,Property Crimes Per 100,2584
Mississippi,2013,Property Crimes Per 100,2725
Oklahoma,2000,Property Crimes Per 100,4061
New Mexico,2002,Property Crimes Per 100,4345
Missouri,2006,Property Crimes Per 100,3826
Oklahoma,2000,Violent Crimes Per 100,498
Montana,2001,Violent Crimes Per 100,352
Louisiana,2008,Violent Crimes Per 100,656
Nebraska,1995,Violent Crimes Per 100,382
Idaho,2006,Violent Crimes Per 100,247
Connecticut,2016,Violent Crimes Per 100,227
California,2012,Violent Crimes Per 100,423
Georgia,2012,Violent Crimes Per 100,379
District of Columbia,2012,Violent Crimes Per 100,1244
Arkansas,2015,Violent Crimes Per 100,521
Delaware,2014,Crimes Per 100,3471
Nebraska,1996,Violent Crimes Per 100,435
Missouri,1992,Violent Crimes Per 100,740
Pennsylvania,2005,Crimes Per 100,2842
Maine,2009,Crimes Per 100,2523
Kentucky,2016,Crimes Per 100,2422
North Dakota,1995,Crimes Per 100,2866
Iowa,2011,Crimes Per 100,2586
Maryland,2003,Crimes Per 100,4503
Pennsylvania,2000,Crimes Per 100,2995
Missouri,2002,Crimes Per 100,4602
West Virginia,1999,Crimes Per 100,2721
Nebraska,2000,Crimes Per 100,4096
Nevada,1995,Crimes Per 100,6579
Indiana,2009,Crimes Per 100,3449
Nevada,1994,Crimes Per 100,6677
New Hampshire,2015,Property Crimes Per 100,1746
Utah,2011,Property Crimes Per 100,2973
Nebraska,2011,Property Crimes Per 100,2753
California,1994,Property Crimes Per 100,5161
Wyoming,1993,Property Crimes Per 100,3877
Wyoming,1990,Property Crimes Per 100,3909
West Virginia,1995,Crimes Per 100,2458
Arkansas,2007,Crimes Per 100,4482
Idaho,1996,Property Crimes Per 100,3745
Arkansas,2007,Property Crimes Per 100,3953
Arizona,2001,Property Crimes Per 100,5537
Delaware,1996,Property Crimes Per 100,4227
New Jersey,2013,Violent Crimes Per 100,286
District of Columbia,2007,Crimes Per 100,6328
Rhode Island,2015,Violent Crimes Per 100,243
Colorado,1998,Crimes Per 100,4488
Delaware,2011,Property Crimes Per 100,3411
Delaware,1992,Crimes Per 100,4848
Connecticut,2003,Crimes Per 100,2984
Louisiana,1994,Crimes Per 100,6671
Louisiana,2001,Crimes Per 100,5338
Vermont,2010,Crimes Per 100,2413
Idaho,2004,Crimes Per 100,3039
Delaware,2010,Crimes Per 100,4069
Oregon,2013,Violent Crimes Per 100,243
Vermont,1992,Crimes Per 100,3410
Kentucky,2015,Crimes Per 100,2397
Nevada,2001,Crimes Per 100,4266
Kentucky,1994,Crimes Per 100,3499
New Mexico,2011,Property Crimes Per 100,3532
Montana,2014,Property Crimes Per 100,2473
Massachusetts,2016,Crimes Per 100,1938
Wyoming,2009,Crimes Per 100,2866
South Dakota,2010,Property Crimes Per 100,1852
Ohio,2013,Property Crimes Per 100,2928
Delaware,2013,Property Crimes Per 100,3066
Nebraska,1990,Property Crimes Per 100,3883
Wyoming,2003,Violent Crimes Per 100,262
Wisconsin,1997,Violent Crimes Per 100,271
Vermont,2008,Violent Crimes Per 100,136
Virginia,1990,Violent Crimes Per 100,351
Indiana,2000,Property Crimes Per 100,3403
Kansas,2015,Property Crimes Per 100,2720
Tennessee,2000,Crimes Per 100,4890
Alabama,2015,Crimes Per 100,3451
Oklahoma,2008,Crimes Per 100,3969
Wisconsin,2010,Crimes Per 100,2756
Wisconsin,2009,Crimes Per 100,2865
Utah,1998,Crimes Per 100,5506
Vermont,2014,Crimes Per 100,1624
Idaho,2007,Property Crimes Per 100,2247
Massachusetts,1995,Property Crimes Per 100,3654
Hawaii,2010,Property Crimes Per 100,3314
Michigan,2001,Property Crimes Per 100,3527
District of Columbia,2010,Property Crimes Per 100,4779
Louisiana,2003,Property Crimes Per 100,4311
Iowa,1993,Property Crimes Per 100,3521
Alaska,2007,Property Crimes Per 100,3380
Kentucky,1991,Crimes Per 100,3358
Hawaii,2008,Crimes Per 100,3844
Tennessee,2013,Violent Crimes Per 100,580
West Virginia,2007,Violent Crimes Per 100,275
North Carolina,2015,Violent Crimes Per 100,347
Arizona,1992,Crimes Per 100,7029
Alaska,2010,Crimes Per 100,3491
California,2009,Crimes Per 100,3204
Arkansas,2015,Crimes Per 100,3773
Virginia,2016,Violent Crimes Per 100,218
Tennessee,2015,Violent Crimes Per 100,612
Ohio,2016,Violent Crimes Per 100,300
South Dakota,2009,Property Crimes Per 100,1719
Delaware,1994,Property Crimes Per 100,3587
Washington,1996,Violent Crimes Per 100,431
Vermont,1998,Violent Crimes Per 100,106
Missouri,2009,Violent Crimes Per 100,492
Minnesota,2006,Crimes Per 100,3391
Idaho,2013,Crimes Per 100,2069
North Dakota,2001,Crimes Per 100,2418
South Carolina,2003,Violent Crimes Per 100,806
New York,2013,Violent Crimes Per 100,390
Ohio,2011,Violent Crimes Per 100,307
Wyoming,2005,Violent Crimes Per 100,230
Washington,2006,Violent Crimes Per 100,345
Alaska,2008,Violent Crimes Per 100,652
Alabama,2002,Violent Crimes Per 100,445
Pennsylvania,2002,Violent Crimes Per 100,402
California,2000,Property Crimes Per 100,3118
California,1998,Property Crimes Per 100,3639
Vermont,2015,Property Crimes Per 100,1407
Vermont,2005,Property Crimes Per 100,2281
New Hampshire,2011,Property Crimes Per 100,2284
Vermont,1999,Property Crimes Per 100,2705
Vermont,1997,Property Crimes Per 100,2709
South Carolina,1995,Property Crimes Per 100,5082
Mississippi,1994,Violent Crimes Per 100,494
New Hampshire,1997,Property Crimes Per 100,2526
Louisiana,2015,Violent Crimes Per 100,540
Maryland,2007,Violent Crimes Per 100,642
North Dakota,2000,Violent Crimes Per 100,81
North Carolina,1999,Violent Crimes Per 100,542
Ohio,1990,Violent Crimes Per 100,506
Nevada,1997,Violent Crimes Per 100,799
Montana,1995,Violent Crimes Per 100,171
Delaware,2013,Violent Crimes Per 100,479
Georgia,2015,Violent Crimes Per 100,378
Georgia,2007,Violent Crimes Per 100,493
Montana,1993,Crimes Per 100,4790
California,1991,Crimes Per 100,6773
Tennessee,1994,Property Crimes Per 100,4372
Michigan,2012,Property Crimes Per 100,2531
Kentucky,2016,Property Crimes Per 100,2190
Louisiana,2014,Property Crimes Per 100,3459
Idaho,2008,Violent Crimes Per 100,229
Michigan,2003,Violent Crimes Per 100,511
Alaska,2011,Violent Crimes Per 100,607
Arkansas,2007,Violent Crimes Per 100,529
District of Columbia,2002,Violent Crimes Per 100,1638
Pennsylvania,2011,Property Crimes Per 100,2222
Minnesota,2006,Property Crimes Per 100,3079
Maryland,2003,Property Crimes Per 100,3799
Nevada,1996,Property Crimes Per 100,5181
Missouri,1999,Property Crimes Per 100,4078
Arizona,2016,Property Crimes Per 100,2978
Florida,2005,Property Crimes Per 100,4008
Missouri,1990,Violent Crimes Per 100,715
Colorado,1994,Property Crimes Per 100,4809
Colorado,2016,Violent Crimes Per 100,343
Florida,1997,Violent Crimes Per 100,1024
Florida,1994,Violent Crimes Per 100,1147
Alaska,2001,Violent Crimes Per 100,588
Alabama,2014,Violent Crimes Per 100,427
Rhode Island,2006,Property Crimes Per 100,2586
New Hampshire,2012,Property Crimes Per 100,2324
Texas,2007,Violent Crimes Per 100,511
Mississippi,2012,Violent Crimes Per 100,261
Colorado,2008,Violent Crimes Per 100,343
Arizona,1990,Violent Crimes Per 100,652
New York,1998,Property Crimes Per 100,2951
Mississippi,1996,Property Crimes Per 100,4035
Missouri,1993,Property Crimes Per 100,4351
Texas,1999,Property Crimes Per 100,4471
New Jersey,2004,Property Crimes Per 100,2429
North Carolina,2003,Property Crimes Per 100,4271
Idaho,2016,Property Crimes Per 100,1744
Montana,2016,Crimes Per 100,3052
South Dakota,2005,Crimes Per 100,1952
North Dakota,2003,Crimes Per 100,2190
Maryland,2009,Crimes Per 100,3791
South Carolina,1991,Crimes Per 100,6179
Louisiana,2012,Crimes Per 100,4038
Nebraska,2002,Crimes Per 100,4257
Rhode Island,1994,Crimes Per 100,4119
Rhode Island,1990,Crimes Per 100,5353
New Hampshire,1991,Property Crimes Per 100,3329
New York,1994,Crimes Per 100,5071
Connecticut,2015,Crimes Per 100,2031
Hawaii,2011,Crimes Per 100,3625
Iowa,2007,Crimes Per 100,2911
South Dakota,2000,Property Crimes Per 100,2153
Oregon,1990,Property Crimes Per 100,5139
Kentucky,2014,Property Crimes Per 100,2247
Montana,2001,Property Crimes Per 100,3336
Ohio,1991,Property Crimes Per 100,4471
New York,2004,Crimes Per 100,2640
Missouri,1990,Crimes Per 100,5121
Kansas,2009,Crimes Per 100,3608
Hawaii,2005,Violent Crimes Per 100,255
Louisiana,1991,Property Crimes Per 100,5473
Michigan,1990,Violent Crimes Per 100,790
Arkansas,1996,Violent Crimes Per 100,524
Alabama,1999,Violent Crimes Per 100,490
Florida,1998,Violent Crimes Per 100,939
Alaska,1999,Violent Crimes Per 100,631
Alaska,1997,Violent Crimes Per 100,701
Wyoming,2012,Property Crimes Per 100,2294
North Dakota,2016,Property Crimes Per 100,2296
Arizona,1994,Crimes Per 100,7925
New Jersey,2006,Violent Crimes Per 100,351
Illinois,2015,Violent Crimes Per 100,384
Georgia,1995,Property Crimes Per 100,5347
Oregon,2007,Property Crimes Per 100,3526
Texas,1995,Violent Crimes Per 100,664
North Carolina,2003,Violent Crimes Per 100,454
South Carolina,1992,Violent Crimes Per 100,944
Tennessee,2016,Violent Crimes Per 100,633
Nevada,2016,Violent Crimes Per 100,678
Minnesota,2016,Violent Crimes Per 100,243
Vermont,2002,Violent Crimes Per 100,107
Washington,1993,Violent Crimes Per 100,515
Washington,1992,Violent Crimes Per 100,535
Wisconsin,1993,Violent Crimes Per 100,264
Rhode Island,2012,Violent Crimes Per 100,252
Oklahoma,2004,Violent Crimes Per 100,501
Vermont,1994,Violent Crimes Per 100,97
Tennessee,2007,Violent Crimes Per 100,753
Rhode Island,2004,Violent Crimes Per 100,247
Texas,1999,Violent Crimes Per 100,560
South Carolina,2000,Violent Crimes Per 100,805
Maine,1994,Crimes Per 100,3273
Florida,1994,Crimes Per 100,8250
Mississippi,1990,Crimes Per 100,3869
Florida,1995,Crimes Per 100,7702
Arkansas,2016,Property Crimes Per 100,3269
California,2006,Property Crimes Per 100,3170
Connecticut,2004,Property Crimes Per 100,2627
California,1992,Property Crimes Per 100,5560
South Carolina,2005,Property Crimes Per 100,4339
Kansas,2010,Property Crimes Per 100,3120
Minnesota,2004,Property Crimes Per 100,3039
Indiana,2005,Violent Crimes Per 100,324
Massachusetts,2012,Property Crimes Per 100,2153
Texas,1991,Property Crimes Per 100,6979
North Carolina,1991,Property Crimes Per 100,5230
Mississippi,1998,Property Crimes Per 100,3973
Arizona,2014,Property Crimes Per 100,3198
Michigan,1990,Property Crimes Per 100,5204
Delaware,2004,Property Crimes Per 100,3164
Idaho,2011,Property Crimes Per 100,2069
Montana,1991,Violent Crimes Per 100,140
Louisiana,1999,Violent Crimes Per 100,733
South Carolina,1996,Crimes Per 100,6214
Oklahoma,2007,Crimes Per 100,4026
North Dakota,2004,Crimes Per 100,1996
Wisconsin,1999,Property Crimes Per 100,3050
South Dakota,2005,Property Crimes Per 100,1776
Virginia,2011,Crimes Per 100,2446
Virginia,2001,Crimes Per 100,3178
New Jersey,2015,Crimes Per 100,1882
Utah,2012,Crimes Per 100,3198
Utah,2008,Crimes Per 100,3579
Alaska,1996,Violent Crimes Per 100,728
Connecticut,1991,Property Crimes Per 100,4824
District of Columbia,2012,Property Crimes Per 100,4861
Michigan,1998,Property Crimes Per 100,4062
Kansas,1998,Property Crimes Per 100,4455
Georgia,2003,Property Crimes Per 100,4260
Idaho,1997,Property Crimes Per 100,3668
Illinois,2004,Crimes Per 100,3729
New Mexico,1999,Violent Crimes Per 100,835
Louisiana,2010,Violent Crimes Per 100,549
Vermont,2015,Crimes Per 100,1525
Louisiana,1998,Crimes Per 100,6098
Louisiana,1992,Violent Crimes Per 100,985
Georgia,2013,Property Crimes Per 100,3347
Minnesota,1995,Property Crimes Per 100,4141
California,2012,Property Crimes Per 100,2759
Massachusetts,1991,Property Crimes Per 100,4586
Michigan,1999,Property Crimes Per 100,3750
Virginia,2007,Property Crimes Per 100,2466
North Dakota,2010,Property Crimes Per 100,1769
Texas,1998,Property Crimes Per 100,4547
Illinois,1990,Property Crimes Per 100,4968
Virginia,1993,Property Crimes Per 100,3743
Wisconsin,2016,Crimes Per 100,2239
South Carolina,2013,Crimes Per 100,4119
Texas,2015,Property Crimes Per 100,2831
Utah,1996,Violent Crimes Per 100,332
Michigan,2007,Violent Crimes Per 100,536
Delaware,1991,Property Crimes Per 100,5155
Mississippi,2008,Property Crimes Per 100,2940
Oklahoma,1995,Violent Crimes Per 100,664
Massachusetts,2000,Violent Crimes Per 100,476
New Hampshire,1991,Violent Crimes Per 100,119
Oregon,1994,Violent Crimes Per 100,521
South Carolina,2011,Violent Crimes Per 100,572
Nevada,2015,Violent Crimes Per 100,696
Ohio,1998,Violent Crimes Per 100,363
Indiana,2003,Violent Crimes Per 100,352
South Dakota,1994,Violent Crimes Per 100,228
Indiana,1991,Violent Crimes Per 100,505
Delaware,2006,Violent Crimes Per 100,681
Georgia,2000,Crimes Per 100,4751
North Carolina,1994,Violent Crimes Per 100,655
Nevada,1995,Violent Crimes Per 100,945
Nebraska,2011,Crimes Per 100,3006
New Mexico,2008,Crimes Per 100,4559
Oregon,2013,Crimes Per 100,3417
Pennsylvania,2016,Property Crimes Per 100,1743
Wisconsin,2002,Property Crimes Per 100,3029
Texas,2000,Property Crimes Per 100,4410
South Carolina,2000,Property Crimes Per 100,4417
Washington,1996,Crimes Per 100,5909
Wisconsin,1991,Crimes Per 100,4466
Michigan,2013,Crimes Per 100,2757
Massachusetts,1990,Property Crimes Per 100,4562
Maryland,1990,Property Crimes Per 100,4912
California,1999,Property Crimes Per 100,3178
Iowa,1996,Violent Crimes Per 100,273
Indiana,1996,Violent Crimes Per 100,537
Idaho,1999,Violent Crimes Per 100,245
Florida,1992,Violent Crimes Per 100,1207
Connecticut,2000,Violent Crimes Per 100,325
Alabama,1994,Violent Crimes Per 100,684
Georgia,1993,Violent Crimes Per 100,723
Arizona,1999,Violent Crimes Per 100,551
South Carolina,2008,Property Crimes Per 100,4234
New Mexico,2012,Property Crimes Per 100,3601
Oregon,2012,Violent Crimes Per 100,248
South Dakota,2009,Violent Crimes Per 100,186
Wisconsin,2004,Violent Crimes Per 100,210
Michigan,2013,Violent Crimes Per 100,430
Colorado,1995,Crimes Per 100,5396
Connecticut,2000,Property Crimes Per 100,2908
District of Columbia,1993,Property Crimes Per 100,8839
Connecticut,2010,Crimes Per 100,2475
District of Columbia,2002,Crimes Per 100,8022
Rhode Island,2013,Violent Crimes Per 100,245
Kentucky,2008,Crimes Per 100,2880
New York,1993,Crimes Per 100,5551
Kansas,2002,Crimes Per 100,4087
Arizona,2005,Crimes Per 100,5351
Missouri,2014,Violent Crimes Per 100,443
Michigan,2016,Violent Crimes Per 100,459
Wyoming,2005,Crimes Per 100,3385
Louisiana,2015,Crimes Per 100,3893
Virginia,1994,Violent Crimes Per 100,358
Oklahoma,1997,Crimes Per 100,5495
Florida,2008,Crimes Per 100,4830
Virginia,1995,Crimes Per 100,3989
Mississippi,2007,Crimes Per 100,3492
New Mexico,2001,Crimes Per 100,5324
North Dakota,1991,Crimes Per 100,2794
Iowa,2012,Property Crimes Per 100,2272
South Carolina,1990,Property Crimes Per 100,5069
Kansas,2007,Property Crimes Per 100,3679
North Carolina,1997,Property Crimes Per 100,4885
Hawaii,2011,Violent Crimes Per 100,287
Illinois,2003,Violent Crimes Per 100,556
Michigan,1996,Violent Crimes Per 100,635
Connecticut,2001,Violent Crimes Per 100,336
New Jersey,2001,Property Crimes Per 100,2835
Michigan,2008,Property Crimes Per 100,2935
Nevada,1997,Property Crimes Per 100,5266
Alaska,2016,Property Crimes Per 100,3353
Maine,2002,Crimes Per 100,2656
Arizona,2015,Crimes Per 100,3443
Michigan,1999,Crimes Per 100,4325
Idaho,2016,Crimes Per 100,1975
Massachusetts,2007,Crimes Per 100,2824
Nebraska,1997,Crimes Per 100,4284
Mississippi,1996,Crimes Per 100,4523
Connecticut,2009,Crimes Per 100,2635
Arizona,2006,Crimes Per 100,5129
West Virginia,2015,Violent Crimes Per 100,338
Georgia,2011,Property Crimes Per 100,3627
Maryland,2001,Property Crimes Per 100,4084
Arizona,2013,Violent Crimes Per 100,406
Georgia,1999,Violent Crimes Per 100,534
Wyoming,2001,Violent Crimes Per 100,257
Maryland,2009,Violent Crimes Per 100,590
South Dakota,1998,Violent Crimes Per 100,154
Idaho,2011,Violent Crimes Per 100,201
Nebraska,2001,Violent Crimes Per 100,304
Pennsylvania,1992,Violent Crimes Per 100,427
Delaware,1992,Property Crimes Per 100,4227
West Virginia,2009,Property Crimes Per 100,2527
Washington,2007,Property Crimes Per 100,4031
Rhode Island,2009,Property Crimes Per 100,2611
Wyoming,2006,Property Crimes Per 100,2980
Kansas,2009,Property Crimes Per 100,3208
North Dakota,1994,Property Crimes Per 100,2654
Tennessee,1990,Violent Crimes Per 100,670
Florida,2014,Violent Crimes Per 100,541
Florida,1999,Violent Crimes Per 100,854
Colorado,1996,Violent Crimes Per 100,405
Indiana,2003,Property Crimes Per 100,3356
Colorado,2010,Property Crimes Per 100,2684
Delaware,2001,Property Crimes Per 100,3441
Rhode Island,2015,Property Crimes Per 100,1898
South Dakota,2008,Property Crimes Per 100,1646
Maine,2000,Property Crimes Per 100,2510
Florida,1991,Property Crimes Per 100,7363
Connecticut,1992,Property Crimes Per 100,4558
Arizona,1994,Property Crimes Per 100,7221
Connecticut,2002,Property Crimes Per 100,2701
Mississippi,2011,Property Crimes Per 100,3026
South Carolina,1997,Property Crimes Per 100,5144
Rhode Island,1998,Property Crimes Per 100,3206
Georgia,2001,Crimes Per 100,4646
Illinois,2001,Crimes Per 100,4098
Florida,1993,Crimes Per 100,8351
District of Columbia,1994,Crimes Per 100,11085
Hawaii,1991,Property Crimes Per 100,5729
Colorado,1993,Property Crimes Per 100,4960
West Virginia,2014,Crimes Per 100,2337
Tennessee,2014,Crimes Per 100,3669
California,2002,Crimes Per 100,3944
Colorado,1997,Crimes Per 100,4650
Connecticut,2016,Crimes Per 100,2035
Maryland,1998,Crimes Per 100,5366
Massachusetts,1994,Crimes Per 100,4441
Kentucky,1990,Crimes Per 100,3299
Delaware,1991,Crimes Per 100,5869
North Dakota,2002,Crimes Per 100,2406
Michigan,2005,Crimes Per 100,3643
Nebraska,1994,Crimes Per 100,4440
Illinois,2015,Crimes Per 100,2373
Illinois,2016,Property Crimes Per 100,2049
New York,2004,Property Crimes Per 100,2199
Maryland,2000,Property Crimes Per 100,4030
New Hampshire,2000,Crimes Per 100,2433
Missouri,1996,Crimes Per 100,5084
Maryland,1994,Crimes Per 100,6123
Montana,2005,Crimes Per 100,3424
Alabama,2013,Crimes Per 100,3769
Washington,2012,Violent Crimes Per 100,296
South Dakota,2015,Violent Crimes Per 100,383
Texas,2013,Violent Crimes Per 100,400
Utah,2007,Violent Crimes Per 100,235
Washington,2001,Violent Crimes Per 100,355
Vermont,1999,Violent Crimes Per 100,114
Montana,2008,Violent Crimes Per 100,258
Ohio,2006,Crimes Per 100,4028
Virginia,1998,Crimes Per 100,3660
North Carolina,2000,Crimes Per 100,4919
Wisconsin,1998,Violent Crimes Per 100,249
Washington,2002,Property Crimes Per 100,4763
Missouri,2007,Property Crimes Per 100,3738
Montana,1993,Violent Crimes Per 100,178
Connecticut,1996,Violent Crimes Per 100,412
Oklahoma,2001,Property Crimes Per 100,4095
New Jersey,2003,Property Crimes Per 100,2550
District of Columbia,2015,Property Crimes Per 100,2691
Massachusetts,1999,Property Crimes Per 100,2712
Kentucky,2009,Property Crimes Per 100,2513
Montana,1993,Property Crimes Per 100,4613
Arkansas,2013,Property Crimes Per 100,3603
Kentucky,2006,Violent Crimes Per 100,263
Alaska,2014,Violent Crimes Per 100,636
Idaho,2001,Violent Crimes Per 100,243
Iowa,2000,Property Crimes Per 100,2967
Kentucky,1990,Property Crimes Per 100,2909
District of Columbia,2008,Violent Crimes Per 100,1438
Michigan,1992,Property Crimes Per 100,4841
Vermont,2006,Violent Crimes Per 100,136
Oregon,2009,Violent Crimes Per 100,255
Utah,2001,Violent Crimes Per 100,234
Nevada,2000,Crimes Per 100,4269
Florida,2014,Crimes Per 100,3956
Minnesota,2002,Crimes Per 100,3535
New York,2002,Crimes Per 100,2804
Delaware,2016,Crimes Per 100,3275
Illinois,2010,Crimes Per 100,3116
Oregon,2015,Violent Crimes Per 100,260
Maine,2010,Property Crimes Per 100,2479
New Mexico,2000,Property Crimes Per 100,4761
North Carolina,2000,Violent Crimes Per 100,498
Montana,1999,Violent Crimes Per 100,237
Indiana,2009,Violent Crimes Per 100,333
Hawaii,2015,Violent Crimes Per 100,293
Wisconsin,2008,Crimes Per 100,3030
Rhode Island,2009,Crimes Per 100,2863
Rhode Island,2002,Crimes Per 100,3589
Washington,2012,Crimes Per 100,3955
South Carolina,2011,Crimes Per 100,4476
Virginia,2010,Crimes Per 100,2541
Oregon,2007,Crimes Per 100,3814
Utah,2012,Property Crimes Per 100,2992
Wisconsin,1995,Property Crimes Per 100,3605
Ohio,2014,Crimes Per 100,3084
Massachusetts,2015,Crimes Per 100,2082
Massachusetts,2014,Crimes Per 100,2249
Iowa,1991,Crimes Per 100,4134
Georgia,1997,Crimes Per 100,5792
Kentucky,2005,Violent Crimes Per 100,267
Kentucky,2004,Crimes Per 100,2783
Alaska,2001,Crimes Per 100,4236
New Jersey,1991,Violent Crimes Per 100,635
Montana,1994,Violent Crimes Per 100,177
Connecticut,2013,Violent Crimes Per 100,255
Wyoming,1999,Property Crimes Per 100,3225
South Dakota,1998,Property Crimes Per 100,2470
Georgia,2016,Property Crimes Per 100,3005
Ohio,1994,Property Crimes Per 100,3976
New Mexico,1990,Violent Crimes Per 100,780
California,2009,Violent Crimes Per 100,472
Louisiana,1995,Violent Crimes Per 100,1007
Arizona,2002,Violent Crimes Per 100,555
South Dakota,2004,Property Crimes Per 100,1934
